,REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,VECTOR,COORDINATE,VALUE,TERMINATED
672889,2007-01,Ontario,2016A000235,Recreation,2002=100,17,v41692015,14.22,92.2,0
672890,2007-01,Ontario,2016A000235,Recreational equipment and services (excluding recreational vehicles),2002=100,17,v41692016,14.220999999999998,73.3,0
672891,2007-01,Ontario,2016A000235,Purchase and operation of recreational vehicles,2002=100,17,v41692017,14.228,109.2,0
672892,2007-01,Ontario,2016A000235,"Home entertainment equipment, parts and services",2002=100,17,v41692018,14.232999999999999,86.7,0
672893,2007-01,Ontario,2016A000235,Travel services,2002=100,17,v41692019,14.24,77.8,0
672894,2007-01,Ontario,2016A000235,Traveller accommodation,2002=100,17,v41692020,14.241,67.2,0
672895,2007-01,Ontario,2016A000235,Other cultural and recreational services,2002=100,17,v41692021,14.243,114.7,0
672896,2007-01,Ontario,2016A000235,Video and audio subscription services,2002=100,17,v41692022,14.245,121.8,0
672897,2007-01,Ontario,2016A000235,Education and reading,2002=100,17,v41692023,14.247,112.8,0
672898,2007-01,Ontario,2016A000235,Education,2002=100,17,v41692024,14.248,114.1,0
672899,2007-01,Ontario,2016A000235,Tuition fees,2002=100,17,v41692025,14.249,116.7,0
672900,2007-01,Ontario,2016A000235,Reading material (excluding textbooks),2002=100,17,v41692026,14.252,108.1,0
672901,2007-01,Ontario,2016A000235,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,v41692027,14.255999999999998,129.1,0
672902,2007-01,Ontario,2016A000235,Alcoholic beverages,2002=100,17,v41692028,14.257,110.0,0
672903,2007-01,Ontario,2016A000235,Alcoholic beverages served in licensed establishments,2002=100,17,v41692029,14.258,112.0,0
672904,2007-01,Ontario,2016A000235,Alcoholic beverages purchased from stores,2002=100,17,v41692030,14.262,108.9,0
672905,2007-01,Ontario,2016A000235,Beer purchased from stores,2002=100,17,v41692031,14.263,111.3,0
672906,2007-01,Ontario,2016A000235,Wine purchased from stores,2002=100,17,v41692032,14.264000000000001,106.3,0
672907,2007-01,Ontario,2016A000235,Liquor purchased from stores,2002=100,17,v41692033,14.265,106.2,0
672908,2007-01,Ontario,2016A000235,Tobacco products and smokers' supplies,2002=100,17,v41692034,14.265999999999998,147.3,0
672909,2007-01,Ontario,2016A000235,Cigarettes,2002=100,17,v41692035,14.267000000000001,147.2,0
672911,2007-01,Ontario,2016A000235,All-items excluding food,2002=100,17,v41692044,14.284,108.1,0
672912,2007-01,Ontario,2016A000235,All-items excluding food and energy,2002=100,17,v41692045,14.285,107.2,0
672913,2007-01,Ontario,2016A000235,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",2002=100,17,v41692052,14.29,107.9,0
672916,2007-01,Ontario,2016A000235,All-items excluding shelter,2002=100,17,v41692046,14.293,106.7,0
672917,2007-01,Ontario,2016A000235,All-items excluding energy,2002=100,17,v41692050,14.287,107.8,0
672918,2007-01,Ontario,2016A000235,All-items excluding gasoline,2002=100,17,v41693257,14.302,108.1,0
672920,2007-01,Ontario,2016A000235,Private transportation excluding gasoline,2002=100,17,v43972169,14.312000000000001,111.0,0
672921,2007-01,Ontario,2016A000235,Food and energy,2002=100,17,v41692049,14.286,114.0,0
672922,2007-01,Ontario,2016A000235,Fresh fruit and vegetables,2002=100,17,v41692047,14.294,100.5,0
672923,2007-01,Ontario,2016A000235,Energy,2002=100,17,v41692051,14.288,122.6,0
672927,2007-01,Ontario,2016A000235,Goods,2002=100,17,v41692039,14.274000000000001,104.8,0
672928,2007-01,Ontario,2016A000235,Durable goods,2002=100,17,v41692040,14.275,95.7,0
672929,2007-01,Ontario,2016A000235,Semi-durable goods,2002=100,17,v41692041,14.276,90.8,0
672930,2007-01,Ontario,2016A000235,Non-durable goods,2002=100,17,v41692042,14.277000000000001,114.1,0
672931,2007-01,Ontario,2016A000235,Services,2002=100,17,v41692043,14.282,111.9,0
672938,2007-01,"Toronto, Ontario",2011S0503535,All-items,2002=100,17,v41692888,16.2,108.2,0
672939,2007-01,"Toronto, Ontario",2011S0503535,Shelter,2002=100,17,v41692889,16.79,111.7,0
672940,2007-01,"Toronto, Ontario",2011S0503535,Rented accommodation,2002=100,17,v41692890,16.8,105.5,0
672941,2007-01,"Toronto, Ontario",2011S0503535,Owned accommodation,2002=100,17,v41692891,16.84,113.4,0
672942,2007-01,"Toronto, Ontario",2011S0503535,"Water, fuel and electricity",2002=100,17,v41692892,16.91,121.8,0
674827,2007-02,Ontario,2016A000235,All-items,2002=100,17,v41691919,14.2,109.7,0
674828,2007-02,Ontario,2016A000235,Food,2002=100,17,v41691920,14.3,112.9,0
674829,2007-02,Ontario,2016A000235,Food purchased from stores,2002=100,17,v41691921,14.4,112.8,0
674830,2007-02,Ontario,2016A000235,Meat,2002=100,17,v41691922,14.5,110.7,0
674831,2007-02,Ontario,2016A000235,Fresh or frozen meat (excluding poultry),2002=100,17,v41691923,14.6,106.6,0
674832,2007-02,Ontario,2016A000235,Fresh or frozen beef,2002=100,17,v41691924,14.7,106.9,0
674833,2007-02,Ontario,2016A000235,Fresh or frozen pork,2002=100,17,v41691925,14.8,102.6,0
674834,2007-02,Ontario,2016A000235,Fresh or frozen poultry,2002=100,17,v41691926,14.1,120.9,0
674835,2007-02,Ontario,2016A000235,Fresh or frozen chicken,2002=100,17,v41691927,14.11,122.7,0
674836,2007-02,Ontario,2016A000235,Processed meat,2002=100,17,v41691928,14.13,107.5,0
674837,2007-02,Ontario,2016A000235,"Fish, seafood and other marine products",2002=100,17,v41691929,14.16,104.0,0
674838,2007-02,Ontario,2016A000235,Fish,2002=100,17,v41691930,14.17,105.2,0
674839,2007-02,Ontario,2016A000235,Dairy products and eggs,2002=100,17,v41691931,14.21,124.0,0
674840,2007-02,Ontario,2016A000235,Dairy products,2002=100,17,v41691932,14.22,124.3,0
674841,2007-02,Ontario,2016A000235,Fresh milk,2002=100,17,v41691933,14.23,122.8,0
674842,2007-02,Ontario,2016A000235,Butter,2002=100,17,v41691934,14.24,122.6,0
674843,2007-02,Ontario,2016A000235,Cheese,2002=100,17,v41691935,14.25,128.1,0
674844,2007-02,Ontario,2016A000235,Eggs,2002=100,17,v41691936,14.28,120.1,0
674845,2007-02,Ontario,2016A000235,Bakery and cereal products (excluding baby food),2002=100,17,v41691937,14.29,116.2,0
674846,2007-02,Ontario,2016A000235,Bakery products,2002=100,17,v41691938,14.3,121.0,0
674847,2007-02,Ontario,2016A000235,Cereal products (excluding baby food),2002=100,17,v41691939,14.34,107.3,0
674848,2007-02,Ontario,2016A000235,"Fruit, fruit preparations and nuts",2002=100,17,v41691940,14.39,111.8,0
674849,2007-02,Ontario,2016A000235,Fresh fruit,2002=100,17,v41691941,14.4,108.0,0
674850,2007-02,Ontario,2016A000235,Preserved fruit and fruit preparations,2002=100,17,v41691942,14.45,119.5,0
674851,2007-02,Ontario,2016A000235,Vegetables and vegetable preparations,2002=100,17,v41691943,14.49,109.5,0
674852,2007-02,Ontario,2016A000235,Fresh vegetables,2002=100,17,v41691944,14.5,108.9,0
674853,2007-02,Ontario,2016A000235,Preserved vegetables and vegetable preparations,2002=100,17,v41691945,14.55,111.5,0
674854,2007-02,Ontario,2016A000235,Other food products and non-alcoholic beverages,2002=100,17,v41691946,14.58,109.4,0
674855,2007-02,Ontario,2016A000235,Sugar and confectionery,2002=100,17,v41691947,14.59,110.8,0
674856,2007-02,Ontario,2016A000235,Edible fats and oils,2002=100,17,v41691948,14.62,114.8,0
674857,2007-02,Ontario,2016A000235,Coffee and tea,2002=100,17,v41691949,14.65,112.4,0
674858,2007-02,Ontario,2016A000235,Non-alcoholic beverages,2002=100,17,v41691950,14.74,109.7,0
674859,2007-02,Ontario,2016A000235,Food purchased from restaurants,2002=100,17,v41691951,14.75,113.2,0
674860,2007-02,Ontario,2016A000235,Shelter,2002=100,17,v41691952,14.79,112.9,0
674861,2007-02,Ontario,2016A000235,Rented accommodation,2002=100,17,v41691953,14.8,105.0,0
674862,2007-02,Ontario,2016A000235,Rent,2002=100,17,v41691954,14.81,105.1,0
674863,2007-02,Ontario,2016A000235,Owned accommodation,2002=100,17,v41691955,14.84,114.9,0
674864,2007-02,Ontario,2016A000235,Homeowners' replacement cost,2002=100,17,v41691956,14.86,126.0,0
674865,2007-02,Ontario,2016A000235,Property taxes and other special charges,2002=100,17,v41691957,14.87,118.0,0
674866,2007-02,Ontario,2016A000235,Homeowners' home and mortgage insurance,2002=100,17,v41691958,14.88,142.9,0
674867,2007-02,Ontario,2016A000235,Homeowners' maintenance and repairs,2002=100,17,v41691959,14.89,109.0,0
674868,2007-02,Ontario,2016A000235,"Water, fuel and electricity",2002=100,17,v41691960,14.91,125.6,0
674869,2007-02,Ontario,2016A000235,Electricity,2002=100,17,v41691961,14.92,115.8,0
674870,2007-02,Ontario,2016A000235,Water,2002=100,17,v41691962,14.93,128.6,0
674871,2007-02,Ontario,2016A000235,Natural gas,2002=100,17,v41691963,14.94,113.6,0
674872,2007-02,Ontario,2016A000235,Fuel oil and other fuels,2002=100,17,v41691964,14.95,166.2,0
674873,2007-02,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,v41691965,14.96,103.0,0
674874,2007-02,Ontario,2016A000235,Household operations,2002=100,17,v41691966,14.97,107.1,0
674875,2007-02,Ontario,2016A000235,Communications,2002=100,17,v41691967,14.98,102.9,0
674876,2007-02,Ontario,2016A000235,Telephone services,2002=100,17,v41691968,14.99,102.7,0
674877,2007-02,Ontario,2016A000235,Internet access services (200212=100),200212=100,16,v41693222,14.297,96.9,0
674878,2007-02,Ontario,2016A000235,Child care and housekeeping services,2002=100,17,v41691969,14.100999999999999,116.8,0
674879,2007-02,Ontario,2016A000235,Household cleaning products,2002=100,17,v41691970,14.104000000000001,103.7,0
674880,2007-02,Ontario,2016A000235,"Paper, plastic and aluminum foil supplies",2002=100,17,v41691971,14.107000000000001,102.5,0
674881,2007-02,Ontario,2016A000235,Other household goods and services,2002=100,17,v41691972,14.11,109.6,0
674882,2007-02,Ontario,2016A000235,Financial services (200212=100),200212=100,16,v41693235,14.298,105.8,0
674883,2007-02,Ontario,2016A000235,Household furnishings and equipment,2002=100,17,v41691973,14.116,96.1,0
674884,2007-02,Ontario,2016A000235,Furniture and household textiles,2002=100,17,v41691974,14.117,96.7,0
674885,2007-02,Ontario,2016A000235,Furniture,2002=100,17,v41691975,14.118,94.7,0
674886,2007-02,Ontario,2016A000235,Household textiles,2002=100,17,v41691976,14.122,102.1,0
674887,2007-02,Ontario,2016A000235,Household equipment,2002=100,17,v41691977,14.126,90.1,0
674888,2007-02,Ontario,2016A000235,Household appliances,2002=100,17,v41691978,14.127,88.9,0
674889,2007-02,Ontario,2016A000235,"Non-electric kitchen utensils, tableware and cookware",2002=100,17,v41691979,14.132,87.4,0
674890,2007-02,Ontario,2016A000235,Clothing and footwear,2002=100,17,v41691980,14.139000000000001,92.5,0
674891,2007-02,Ontario,2016A000235,Clothing,2002=100,17,v41691981,14.14,89.9,0
674892,2007-02,Ontario,2016A000235,Women's clothing,2002=100,17,v41691982,14.140999999999998,92.8,0
674893,2007-02,Ontario,2016A000235,Men's clothing,2002=100,17,v41691983,14.148,87.6,0
674894,2007-02,Ontario,2016A000235,Children's clothing,2002=100,17,v41691984,14.155,85.6,0
674895,2007-02,Ontario,2016A000235,Footwear,2002=100,17,v41691985,14.161,89.1,0
674896,2007-02,Ontario,2016A000235,"Clothing accessories, watches and jewellery",2002=100,17,v41691986,14.165999999999999,101.0,0
674897,2007-02,Ontario,2016A000235,"Clothing material, notions and services",2002=100,17,v41691987,14.171,106.3,0
674898,2007-02,Ontario,2016A000235,Transportation,2002=100,17,v41691988,14.175999999999998,115.1,0
674899,2007-02,Ontario,2016A000235,Private transportation,2002=100,17,v41691989,14.177,115.6,0
674900,2007-02,Ontario,2016A000235,"Purchase, leasing and rental of passenger vehicles",2002=100,17,v41691990,14.177999999999999,102.0,0
674901,2007-02,Ontario,2016A000235,Purchase and leasing of passenger vehicles,2002=100,17,v41691991,14.179,102.0,0
674902,2007-02,Ontario,2016A000235,Purchase of passenger vehicles,2002=100,17,v41691992,14.18,102.9,0
674903,2007-02,Ontario,2016A000235,Operation of passenger vehicles,2002=100,17,v41691993,14.183,128.0,0
674904,2007-02,Ontario,2016A000235,Gasoline,2002=100,17,v41691994,14.184000000000001,132.6,0
674905,2007-02,Ontario,2016A000235,"Passenger vehicle parts, maintenance and repairs",2002=100,17,v41691995,14.185,115.8,0
674906,2007-02,Ontario,2016A000235,Other passenger vehicle operating expenses,2002=100,17,v41691996,14.187999999999999,128.2,0
674907,2007-02,Ontario,2016A000235,Passenger vehicle insurance premiums,2002=100,17,v41691997,14.189,129.5,0
674908,2007-02,Ontario,2016A000235,Passenger vehicle registration fees,2002=100,17,v41691998,14.19,100.0,0
674909,2007-02,Ontario,2016A000235,Public transportation,2002=100,17,v41691999,14.194,110.2,0
674910,2007-02,Ontario,2016A000235,Local and commuter transportation,2002=100,17,v41692000,14.195,115.7,0
674911,2007-02,Ontario,2016A000235,City bus and subway transportation,2002=100,17,v41692001,14.196,112.7,0
674912,2007-02,Ontario,2016A000235,Taxi and other local and commuter transportation services,2002=100,17,v41692002,14.197000000000001,125.4,0
674913,2007-02,Ontario,2016A000235,Inter-city transportation,2002=100,17,v41692003,14.198,106.8,0
674914,2007-02,Ontario,2016A000235,Health and personal care,2002=100,17,v41692004,14.200999999999999,106.2,0
674915,2007-02,Ontario,2016A000235,Health care,2002=100,17,v41692005,14.202,111.7,0
674916,2007-02,Ontario,2016A000235,Health care goods,2002=100,17,v41713475,14.31,104.1,0
674917,2007-02,Ontario,2016A000235,Medicinal and pharmaceutical products,2002=100,17,v41692007,14.204,101.6,0
674918,2007-02,Ontario,2016A000235,Prescribed medicines (excluding medicinal cannabis),2002=100,17,v41692008,14.205,100.4,0
674919,2007-02,Ontario,2016A000235,Non-prescribed medicines,2002=100,17,v41692009,14.206,103.0,0
674920,2007-02,Ontario,2016A000235,Health care services,2002=100,17,v41713476,14.311,120.0,0
674921,2007-02,Ontario,2016A000235,Personal care,2002=100,17,v41692011,14.212,101.5,0
674922,2007-02,Ontario,2016A000235,Personal care supplies and equipment,2002=100,17,v41692012,14.213,100.0,0
674923,2007-02,Ontario,2016A000235,Personal care services,2002=100,17,v41692013,14.218,103.7,0
674924,2007-02,Ontario,2016A000235,"Recreation, education and reading",2002=100,17,v41692014,14.219000000000001,99.1,0
674925,2007-02,Ontario,2016A000235,Recreation,2002=100,17,v41692015,14.22,93.8,0
674926,2007-02,Ontario,2016A000235,Recreational equipment and services (excluding recreational vehicles),2002=100,17,v41692016,14.220999999999998,72.7,0
674927,2007-02,Ontario,2016A000235,Purchase and operation of recreational vehicles,2002=100,17,v41692017,14.228,111.0,0
674928,2007-02,Ontario,2016A000235,"Home entertainment equipment, parts and services",2002=100,17,v41692018,14.232999999999999,85.9,0
674929,2007-02,Ontario,2016A000235,Travel services,2002=100,17,v41692019,14.24,84.6,0
674930,2007-02,Ontario,2016A000235,Traveller accommodation,2002=100,17,v41692020,14.241,69.1,0
674931,2007-02,Ontario,2016A000235,Other cultural and recreational services,2002=100,17,v41692021,14.243,115.6,0
674932,2007-02,Ontario,2016A000235,Video and audio subscription services,2002=100,17,v41692022,14.245,121.8,0
674933,2007-02,Ontario,2016A000235,Education and reading,2002=100,17,v41692023,14.247,112.8,0
674934,2007-02,Ontario,2016A000235,Education,2002=100,17,v41692024,14.248,114.1,0
674935,2007-02,Ontario,2016A000235,Tuition fees,2002=100,17,v41692025,14.249,116.7,0
674936,2007-02,Ontario,2016A000235,Reading material (excluding textbooks),2002=100,17,v41692026,14.252,108.1,0
674937,2007-02,Ontario,2016A000235,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,v41692027,14.255999999999998,129.0,0
674938,2007-02,Ontario,2016A000235,Alcoholic beverages,2002=100,17,v41692028,14.257,110.1,0
674939,2007-02,Ontario,2016A000235,Alcoholic beverages served in licensed establishments,2002=100,17,v41692029,14.258,111.7,0
674940,2007-02,Ontario,2016A000235,Alcoholic beverages purchased from stores,2002=100,17,v41692030,14.262,109.2,0
674941,2007-02,Ontario,2016A000235,Beer purchased from stores,2002=100,17,v41692031,14.263,111.3,0
674942,2007-02,Ontario,2016A000235,Wine purchased from stores,2002=100,17,v41692032,14.264000000000001,107.4,0
674943,2007-02,Ontario,2016A000235,Liquor purchased from stores,2002=100,17,v41692033,14.265,106.6,0
674944,2007-02,Ontario,2016A000235,Tobacco products and smokers' supplies,2002=100,17,v41692034,14.265999999999998,146.9,0
674945,2007-02,Ontario,2016A000235,Cigarettes,2002=100,17,v41692035,14.267000000000001,146.8,0
674947,2007-02,Ontario,2016A000235,All-items excluding food,2002=100,17,v41692044,14.284,109.1,0
674948,2007-02,Ontario,2016A000235,All-items excluding food and energy,2002=100,17,v41692045,14.285,107.6,0
674949,2007-02,Ontario,2016A000235,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",2002=100,17,v41692052,14.29,109.0,0
674952,2007-02,Ontario,2016A000235,All-items excluding shelter,2002=100,17,v41692046,14.293,108.3,0
674953,2007-02,Ontario,2016A000235,All-items excluding energy,2002=100,17,v41692050,14.287,108.5,0
674954,2007-02,Ontario,2016A000235,All-items excluding gasoline,2002=100,17,v41693257,14.302,108.8,0
674956,2007-02,Ontario,2016A000235,Private transportation excluding gasoline,2002=100,17,v43972169,14.312000000000001,111.2,0
674957,2007-02,Ontario,2016A000235,Food and energy,2002=100,17,v41692049,14.286,117.3,0
674958,2007-02,Ontario,2016A000235,Fresh fruit and vegetables,2002=100,17,v41692047,14.294,108.6,0
674959,2007-02,Ontario,2016A000235,Energy,2002=100,17,v41692051,14.288,128.6,0
674963,2007-02,Ontario,2016A000235,Goods,2002=100,17,v41692039,14.274000000000001,106.7,0
674964,2007-02,Ontario,2016A000235,Durable goods,2002=100,17,v41692040,14.275,95.7,0
674965,2007-02,Ontario,2016A000235,Semi-durable goods,2002=100,17,v41692041,14.276,92.7,0
674966,2007-02,Ontario,2016A000235,Non-durable goods,2002=100,17,v41692042,14.277000000000001,117.3,0
674967,2007-02,Ontario,2016A000235,Services,2002=100,17,v41692043,14.282,112.3,0
674974,2007-02,"Toronto, Ontario",2011S0503535,All-items,2002=100,17,v41692888,16.2,109.3,0
674975,2007-02,"Toronto, Ontario",2011S0503535,Shelter,2002=100,17,v41692889,16.79,111.8,0
674976,2007-02,"Toronto, Ontario",2011S0503535,Rented accommodation,2002=100,17,v41692890,16.8,105.6,0
674977,2007-02,"Toronto, Ontario",2011S0503535,Owned accommodation,2002=100,17,v41692891,16.84,113.4,0
674978,2007-02,"Toronto, Ontario",2011S0503535,"Water, fuel and electricity",2002=100,17,v41692892,16.91,121.9,0
676863,2007-03,Ontario,2016A000235,All-items,2002=100,17,v41691919,14.2,110.8,0
676864,2007-03,Ontario,2016A000235,Food,2002=100,17,v41691920,14.3,112.3,0
676865,2007-03,Ontario,2016A000235,Food purchased from stores,2002=100,17,v41691921,14.4,111.8,0
676866,2007-03,Ontario,2016A000235,Meat,2002=100,17,v41691922,14.5,110.9,0
676867,2007-03,Ontario,2016A000235,Fresh or frozen meat (excluding poultry),2002=100,17,v41691923,14.6,105.1,0
676868,2007-03,Ontario,2016A000235,Fresh or frozen beef,2002=100,17,v41691924,14.7,106.4,0
676869,2007-03,Ontario,2016A000235,Fresh or frozen pork,2002=100,17,v41691925,14.8,98.5,0
676870,2007-03,Ontario,2016A000235,Fresh or frozen poultry,2002=100,17,v41691926,14.1,123.5,0
676871,2007-03,Ontario,2016A000235,Fresh or frozen chicken,2002=100,17,v41691927,14.11,125.8,0
676872,2007-03,Ontario,2016A000235,Processed meat,2002=100,17,v41691928,14.13,108.3,0
676873,2007-03,Ontario,2016A000235,"Fish, seafood and other marine products",2002=100,17,v41691929,14.16,104.1,0
676874,2007-03,Ontario,2016A000235,Fish,2002=100,17,v41691930,14.17,104.0,0
676875,2007-03,Ontario,2016A000235,Dairy products and eggs,2002=100,17,v41691931,14.21,123.7,0
676876,2007-03,Ontario,2016A000235,Dairy products,2002=100,17,v41691932,14.22,123.8,0
676877,2007-03,Ontario,2016A000235,Fresh milk,2002=100,17,v41691933,14.23,122.9,0
676878,2007-03,Ontario,2016A000235,Butter,2002=100,17,v41691934,14.24,123.7,0
676879,2007-03,Ontario,2016A000235,Cheese,2002=100,17,v41691935,14.25,127.3,0
676880,2007-03,Ontario,2016A000235,Eggs,2002=100,17,v41691936,14.28,121.7,0
676881,2007-03,Ontario,2016A000235,Bakery and cereal products (excluding baby food),2002=100,17,v41691937,14.29,115.8,0
676882,2007-03,Ontario,2016A000235,Bakery products,2002=100,17,v41691938,14.3,120.3,0
676883,2007-03,Ontario,2016A000235,Cereal products (excluding baby food),2002=100,17,v41691939,14.34,107.4,0
676884,2007-03,Ontario,2016A000235,"Fruit, fruit preparations and nuts",2002=100,17,v41691940,14.39,105.9,0
676885,2007-03,Ontario,2016A000235,Fresh fruit,2002=100,17,v41691941,14.4,99.4,0
676886,2007-03,Ontario,2016A000235,Preserved fruit and fruit preparations,2002=100,17,v41691942,14.45,117.4,0
676887,2007-03,Ontario,2016A000235,Vegetables and vegetable preparations,2002=100,17,v41691943,14.49,105.6,0
676888,2007-03,Ontario,2016A000235,Fresh vegetables,2002=100,17,v41691944,14.5,104.3,0
676889,2007-03,Ontario,2016A000235,Preserved vegetables and vegetable preparations,2002=100,17,v41691945,14.55,111.1,0
676890,2007-03,Ontario,2016A000235,Other food products and non-alcoholic beverages,2002=100,17,v41691946,14.58,110.3,0
676891,2007-03,Ontario,2016A000235,Sugar and confectionery,2002=100,17,v41691947,14.59,108.6,0
676892,2007-03,Ontario,2016A000235,Edible fats and oils,2002=100,17,v41691948,14.62,114.6,0
676893,2007-03,Ontario,2016A000235,Coffee and tea,2002=100,17,v41691949,14.65,111.3,0
676894,2007-03,Ontario,2016A000235,Non-alcoholic beverages,2002=100,17,v41691950,14.74,115.3,0
676895,2007-03,Ontario,2016A000235,Food purchased from restaurants,2002=100,17,v41691951,14.75,113.4,0
676896,2007-03,Ontario,2016A000235,Shelter,2002=100,17,v41691952,14.79,113.3,0
676897,2007-03,Ontario,2016A000235,Rented accommodation,2002=100,17,v41691953,14.8,105.1,0
676898,2007-03,Ontario,2016A000235,Rent,2002=100,17,v41691954,14.81,105.2,0
676899,2007-03,Ontario,2016A000235,Owned accommodation,2002=100,17,v41691955,14.84,115.4,0
676900,2007-03,Ontario,2016A000235,Homeowners' replacement cost,2002=100,17,v41691956,14.86,126.2,0
676901,2007-03,Ontario,2016A000235,Property taxes and other special charges,2002=100,17,v41691957,14.87,118.0,0
676902,2007-03,Ontario,2016A000235,Homeowners' home and mortgage insurance,2002=100,17,v41691958,14.88,143.9,0
676903,2007-03,Ontario,2016A000235,Homeowners' maintenance and repairs,2002=100,17,v41691959,14.89,111.2,0
676904,2007-03,Ontario,2016A000235,"Water, fuel and electricity",2002=100,17,v41691960,14.91,126.6,0
676905,2007-03,Ontario,2016A000235,Electricity,2002=100,17,v41691961,14.92,115.8,0
676906,2007-03,Ontario,2016A000235,Water,2002=100,17,v41691962,14.93,129.9,0
676907,2007-03,Ontario,2016A000235,Natural gas,2002=100,17,v41691963,14.94,113.6,0
676908,2007-03,Ontario,2016A000235,Fuel oil and other fuels,2002=100,17,v41691964,14.95,177.1,0
676909,2007-03,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,v41691965,14.96,103.4,0
676910,2007-03,Ontario,2016A000235,Household operations,2002=100,17,v41691966,14.97,107.1,0
676911,2007-03,Ontario,2016A000235,Communications,2002=100,17,v41691967,14.98,102.9,0
676912,2007-03,Ontario,2016A000235,Telephone services,2002=100,17,v41691968,14.99,102.7,0
676913,2007-03,Ontario,2016A000235,Internet access services (200212=100),200212=100,16,v41693222,14.297,96.9,0
676914,2007-03,Ontario,2016A000235,Child care and housekeeping services,2002=100,17,v41691969,14.100999999999999,116.8,0
676915,2007-03,Ontario,2016A000235,Household cleaning products,2002=100,17,v41691970,14.104000000000001,103.1,0
676916,2007-03,Ontario,2016A000235,"Paper, plastic and aluminum foil supplies",2002=100,17,v41691971,14.107000000000001,102.4,0
676917,2007-03,Ontario,2016A000235,Other household goods and services,2002=100,17,v41691972,14.11,109.8,0
676918,2007-03,Ontario,2016A000235,Financial services (200212=100),200212=100,16,v41693235,14.298,105.8,0
676919,2007-03,Ontario,2016A000235,Household furnishings and equipment,2002=100,17,v41691973,14.116,97.2,0
676920,2007-03,Ontario,2016A000235,Furniture and household textiles,2002=100,17,v41691974,14.117,96.8,0
676921,2007-03,Ontario,2016A000235,Furniture,2002=100,17,v41691975,14.118,94.7,0
676922,2007-03,Ontario,2016A000235,Household textiles,2002=100,17,v41691976,14.122,102.9,0
676923,2007-03,Ontario,2016A000235,Household equipment,2002=100,17,v41691977,14.126,91.5,0
676924,2007-03,Ontario,2016A000235,Household appliances,2002=100,17,v41691978,14.127,88.2,0
676925,2007-03,Ontario,2016A000235,"Non-electric kitchen utensils, tableware and cookware",2002=100,17,v41691979,14.132,97.7,0
676926,2007-03,Ontario,2016A000235,Clothing and footwear,2002=100,17,v41691980,14.139000000000001,95.4,0
676927,2007-03,Ontario,2016A000235,Clothing,2002=100,17,v41691981,14.14,93.6,0
676928,2007-03,Ontario,2016A000235,Women's clothing,2002=100,17,v41691982,14.140999999999998,96.6,0
676929,2007-03,Ontario,2016A000235,Men's clothing,2002=100,17,v41691983,14.148,92.4,0
676930,2007-03,Ontario,2016A000235,Children's clothing,2002=100,17,v41691984,14.155,86.1,0
676931,2007-03,Ontario,2016A000235,Footwear,2002=100,17,v41691985,14.161,91.7,0
676932,2007-03,Ontario,2016A000235,"Clothing accessories, watches and jewellery",2002=100,17,v41691986,14.165999999999999,101.7,0
676933,2007-03,Ontario,2016A000235,"Clothing material, notions and services",2002=100,17,v41691987,14.171,106.2,0
676934,2007-03,Ontario,2016A000235,Transportation,2002=100,17,v41691988,14.175999999999998,118.7,0
676935,2007-03,Ontario,2016A000235,Private transportation,2002=100,17,v41691989,14.177,119.6,0
676936,2007-03,Ontario,2016A000235,"Purchase, leasing and rental of passenger vehicles",2002=100,17,v41691990,14.177999999999999,101.5,0
676937,2007-03,Ontario,2016A000235,Purchase and leasing of passenger vehicles,2002=100,17,v41691991,14.179,101.5,0
676938,2007-03,Ontario,2016A000235,Purchase of passenger vehicles,2002=100,17,v41691992,14.18,102.4,0
676939,2007-03,Ontario,2016A000235,Operation of passenger vehicles,2002=100,17,v41691993,14.183,136.7,0
676940,2007-03,Ontario,2016A000235,Gasoline,2002=100,17,v41691994,14.184000000000001,149.5,0
676941,2007-03,Ontario,2016A000235,"Passenger vehicle parts, maintenance and repairs",2002=100,17,v41691995,14.185,115.8,0
676942,2007-03,Ontario,2016A000235,Other passenger vehicle operating expenses,2002=100,17,v41691996,14.187999999999999,132.3,0
676943,2007-03,Ontario,2016A000235,Passenger vehicle insurance premiums,2002=100,17,v41691997,14.189,134.6,0
676944,2007-03,Ontario,2016A000235,Passenger vehicle registration fees,2002=100,17,v41691998,14.19,100.0,0
676945,2007-03,Ontario,2016A000235,Public transportation,2002=100,17,v41691999,14.194,110.4,0
676946,2007-03,Ontario,2016A000235,Local and commuter transportation,2002=100,17,v41692000,14.195,115.7,0
676947,2007-03,Ontario,2016A000235,City bus and subway transportation,2002=100,17,v41692001,14.196,112.7,0
676948,2007-03,Ontario,2016A000235,Taxi and other local and commuter transportation services,2002=100,17,v41692002,14.197000000000001,125.4,0
676949,2007-03,Ontario,2016A000235,Inter-city transportation,2002=100,17,v41692003,14.198,107.2,0
